"","raceE1","genderE1","turnoutE1","voteTE1","race","turnout","gender","weightx"
"433","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"434","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"435","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"436","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"437","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"438","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"439","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"440","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"441","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"442","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"443","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"444","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"445","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"446","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"447","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"448","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"449","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"450","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"451","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"452","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"453","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"454","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"455","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"456","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"457","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"458","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"459","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"460","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"461","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"462","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"463","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"464","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"465","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"466","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"467","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"468","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"469","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"470","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"471","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"472","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"473","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"474","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"475","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"476","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"477","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"478","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"479","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"480","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"481","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"482","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"483","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"484","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"485","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"486","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"487","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"488","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"489","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"490","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"491","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"492","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"493","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"494","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"495","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"496","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"497","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"498","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"499","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"500","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"501","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"502","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"503","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"504","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"505","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"506","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"507","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"508","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"509","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"510","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"511","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"512","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"513","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"514","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"515","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"516","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"517","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"518","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"519","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"520","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"521","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"522","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"523","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"524","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"525","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"526","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"527","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"528","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"529","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"530","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"531","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"532","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"533","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"534","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"535","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"536","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"537","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"538","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"539","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"540","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"541","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"542","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"543","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"544","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"545","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"546","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"547","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"548","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"549","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"550","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"551","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"552","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"553","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"554","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"555","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"556","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"557","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"558","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"559","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"560","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"561","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"562","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"563","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"564","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"565","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"566","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"567","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"568","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"569","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"570","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"571","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"572","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"573","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"574","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"575","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"576","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"577","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"578","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"579","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"580","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"581","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"582","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"583","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"584","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"585","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
